user_id,total_interacciones,necesidad_principal,canal_preferido,ratio_ruido,clusters_frecuentes,primera_interaccion,ultima_interaccion
USR-03250,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",02/08/2025 00:00,02/08/2025 00:00
USR-03251,5,"Auto, Crédito, Quiero, Automotriz, Credito",1,80.00%,"{""Ruido"": 4, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1}",02/08/2025 00:00,24/08/2025 00:00
USR-03252,1,"Hablar, Puedo, Quiero, Contacto, Alguien",1,0.00%,"{""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",13/10/2025 00:00,13/10/2025 00:00
USR-03253,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",04/10/2025 00:00,04/10/2025 00:00
USR-03254,1,"Cancelar, Quiero, Garantizada, Cómo, Garantía",1,0.00%,"{""Cancelar, Quiero, Garantizada, Cómo, Garantía"": 1}",08/08/2025 00:00,08/08/2025 00:00
USR-03255,7,"Cómo, Abrir, Puedo, Si, Validar",1,42.86%,"{""Ruido"": 3, ""Cómo, Abrir, Puedo, Si, Validar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",04/10/2025 00:00,09/10/2025 00:00
USR-03256,1,"Virtual, Puedo, Cambiar, Cómo, Si",1,0.00%,"{""Virtual, Puedo, Cambiar, Cómo, Si"": 1}",04/10/2025 00:00,04/10/2025 00:00
USR-03257,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",02/10/2025 00:00,02/10/2025 00:00
USR-03258,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",02/10/2025 00:00,02/10/2025 00:00
USR-03259,1,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,0.00%,"{""Inversión, Puedo, Cómo, Inversiones, Invertir"": 1}",17/10/2025 00:00,17/10/2025 00:00
USR-03260,3,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 3}",16/07/2025 00:00,16/07/2025 00:00
USR-03261,1,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 1}",18/07/2025 00:00,18/07/2025 00:00
USR-03262,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",15/09/2025 00:00,15/09/2025 00:00
USR-03263,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",27/10/2025 00:00,27/10/2025 00:00
USR-03264,3,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Cómo, Abrir, Puedo, Si, Validar"": 1}",15/07/2025 00:00,15/07/2025 00:00
USR-03265,16,"Auto, 000, Enganche, Quiero, Meses",1,56.25%,"{""Ruido"": 9, ""Auto, 000, Enganche, Quiero, Meses"": 3, ""Auto, Crédito, Quiero, Automotriz, Credito"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Pesos, Mil, Meses, 000, Si"": 1}",22/10/2025 00:00,30/10/2025 00:00
USR-03266,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",22/09/2025 00:00,22/09/2025 00:00
USR-03267,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",22/07/2025 00:00,22/07/2025 00:00
USR-03269,3,"Número, Teléfono, Numero, Puedo, Llamar",1,33.33%,"{""Número, Teléfono, Numero, Puedo, Llamar"": 1, ""Ruido"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",13/08/2025 00:00,13/08/2025 00:00
USR-03270,8,"Seguro, Auto, Póliza, Puedo, Quiero",1,37.50%,"{""Seguro, Auto, Póliza, Puedo, Quiero"": 4, ""Ruido"": 3, ""000, Enganche, Si, Mil, 100"": 1}",11/07/2025 00:00,11/07/2025 00:00
USR-03271,1,"Clave, Interbancaria, Puedo, Ver, Dónde",1,0.00%,"{""Clave, Interbancaria, Puedo, Ver, Dónde"": 1}",08/09/2025 00:00,08/09/2025 00:00
USR-03272,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",25/07/2025 00:00,25/07/2025 00:00
USR-03273,6,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 6}",22/08/2025 00:00,04/09/2025 00:00
USR-03274,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",23/09/2025 00:00,23/09/2025 00:00
USR-03275,1,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1}",11/10/2025 00:00,11/10/2025 00:00
USR-03276,2,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,50.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Ruido"": 1}",02/08/2025 00:00,02/08/2025 00:00
USR-03277,3,"Número, Teléfono, Numero, Puedo, Llamar",1,0.00%,"{""Número, Teléfono, Numero, Puedo, Llamar"": 2, ""Cómo, Abrir, Puedo, Si, Validar"": 1}",07/10/2025 00:00,07/10/2025 00:00
USR-03278,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",14/10/2025 00:00,14/10/2025 00:00
USR-03280,2,"Auto, 000, Enganche, Quiero, Meses",1,50.00%,"{""Ruido"": 1, ""Auto, 000, Enganche, Quiero, Meses"": 1}",24/08/2025 00:00,24/08/2025 00:00
USR-03281,4,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 3, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",29/09/2025 00:00,29/09/2025 00:00
USR-03282,3,"Si, Puedo, Quiero, Aparece, Cómo",2,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1}",,
USR-03283,2,"Si, Puedo, Quiero, Aparece, Cómo",1,50.00%,"{""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",16/08/2025 00:00,16/08/2025 00:00
USR-03285,2,"Auto, 000, Enganche, Quiero, Meses",1,0.00%,"{""Auto, 000, Enganche, Quiero, Meses"": 1, ""Meses, 000, Enganche, 60, 36"": 1}",26/09/2025 00:00,26/09/2025 00:00
USR-03286,8,"Puedo, Física, Si, Cómo, Solicitar",1,12.50%,"{""Puedo, Física, Si, Cómo, Solicitar"": 3, ""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1, ""Ruido"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",28/08/2025 00:00,25/09/2025 00:00
USR-03287,1,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",28/08/2025 00:00,28/08/2025 00:00
USR-03288,1,"Clave, Interbancaria, Puedo, Ver, Dónde",1,0.00%,"{""Clave, Interbancaria, Puedo, Ver, Dónde"": 1}",01/09/2025 00:00,01/09/2025 00:00
USR-03289,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",16/07/2025 00:00,16/07/2025 00:00
USR-03290,2,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,50.00%,"{""Ruido"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",24/10/2025 00:00,24/10/2025 00:00
USR-03291,2,"Crédito, Línea, Aumento, Aumentar, Linea",1,0.00%,"{""Crédito, Línea, Aumento, Aumentar, Linea"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",13/10/2025 00:00,13/10/2025 00:00
USR-03292,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",02/08/2025 00:00,02/08/2025 00:00
USR-03293,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",20/10/2025 00:00,20/10/2025 00:00
USR-03294,3,"Crédito, Credito, Solicitar, Quiero, Puedo",1,66.67%,"{""Ruido"": 2, ""Crédito, Credito, Solicitar, Quiero, Puedo"": 1}",15/09/2025 00:00,15/09/2025 00:00
USR-03295,5,"Dinero, Pago, Puedo, Compra, Si",1,20.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Ruido"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",30/08/2025 00:00,30/08/2025 00:00
USR-03296,3,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 3}",06/09/2025 00:00,06/09/2025 00:00
USR-03297,3,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,0.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Clabe, Cambio, Cambiar, Si, Cambió"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",06/08/2025 00:00,06/08/2025 00:00
USR-03299,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",28/07/2025 00:00,28/07/2025 00:00
USR-03300,3,"Auto, 000, Enganche, Quiero, Meses",1,0.00%,"{""Auto, 000, Enganche, Quiero, Meses"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",05/08/2025 00:00,07/09/2025 00:00
USR-03301,2,"Cancelar, Quiero, Garantizada, Cómo, Garantía",1,50.00%,"{""Cancelar, Quiero, Garantizada, Cómo, Garantía"": 1, ""Ruido"": 1}",02/10/2025 00:00,27/10/2025 00:00
USR-03302,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",30/10/2025 00:00,30/10/2025 00:00
USR-03303,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",16/08/2025 00:00,16/08/2025 00:00
USR-03304,3,"Token, Correcto, Encuentro, Cómo, Dice",1,0.00%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",07/08/2025 00:00,07/08/2025 00:00
USR-03305,3,"Crédito, Aparece, Puedo, Credito, Garantizada",1,33.33%,"{""Crédito, Aparece, Puedo, Credito, Garantizada"": 1, ""Ruido"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",21/11/2025 00:00,21/11/2025 00:00
USR-03306,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",07/08/2025 00:00,07/08/2025 00:00
USR-03307,4,"Crédito, Personal, Credito, Puedo, Quiero",1,50.00%,"{""Ruido"": 2, ""Crédito, Personal, Credito, Puedo, Quiero"": 2}",11/11/2025 00:00,11/11/2025 00:00
USR-03308,1,"Crédito, Línea, Aumento, Aumentar, Linea",1,0.00%,"{""Crédito, Línea, Aumento, Aumentar, Linea"": 1}",10/08/2025 00:00,10/08/2025 00:00
USR-03309,5,"Puedo, Física, Si, Cómo, Solicitar",2,20.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1, ""Ruido"": 1}",,
USR-03310,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",09/09/2025 00:00,09/09/2025 00:00
USR-03311,3,"Norte, Pal, Puedo, Extranjero, Beneficios",1,33.33%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 2, ""Ruido"": 1}",13/09/2025 00:00,13/09/2025 00:00
USR-03312,7,"Si, Puedo, Quiero, Aparece, Cómo",1,57.14%,"{""Ruido"": 4, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",05/08/2025 00:00,05/08/2025 00:00
USR-03313,2,"Número, Teléfono, Numero, Puedo, Llamar",1,50.00%,"{""Ruido"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",31/07/2025 00:00,31/07/2025 00:00
USR-03314,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",23/07/2025 00:00,23/07/2025 00:00
USR-03315,3,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,33.33%,"{""Inversión, Puedo, Cómo, Inversiones, Invertir"": 1, ""Ruido"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",15/08/2025 00:00,15/08/2025 00:00
USR-03316,4,"Auto, Crédito, Quiero, Automotriz, Credito",1,75.00%,"{""Ruido"": 3, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1}",30/09/2025 00:00,30/09/2025 00:00
USR-03317,1,"Pesos, Mil, Meses, 000, Si",1,0.00%,"{""Pesos, Mil, Meses, 000, Si"": 1}",23/08/2025 00:00,23/08/2025 00:00
USR-03318,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",07/09/2025 00:00,07/09/2025 00:00
USR-03319,2,Desconocido/Ninguno,2,100.00%,"{""Ruido"": 2}",,
USR-03320,2,"Token, Correcto, Encuentro, Cómo, Dice",1,0.00%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 2}",15/08/2025 00:00,15/08/2025 00:00
USR-03321,5,"Débito, Deuda, Debito, Crédito, Si",1,60.00%,"{""Ruido"": 3, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",25/09/2025 00:00,25/09/2025 00:00
USR-03322,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,33.33%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Ruido"": 1, ""Meses, 000, Enganche, 60, 36"": 1}",13/07/2025 00:00,13/07/2025 00:00
USR-03323,1,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 1}",25/08/2025 00:00,25/08/2025 00:00
USR-03324,3,"Dinero, Pago, Puedo, Compra, Si",1,33.33%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Ruido"": 1}",08/09/2025 00:00,08/09/2025 00:00
USR-03325,3,"Puedo, Física, Si, Cómo, Solicitar",1,33.33%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Ruido"": 1}",21/10/2025 00:00,26/10/2025 00:00
USR-03326,2,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,0.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",01/09/2025 00:00,04/09/2025 00:00
USR-03327,1,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 1}",24/10/2025 00:00,24/10/2025 00:00
USR-03328,7,"Dinero, Pago, Puedo, Compra, Si",1,14.29%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Ruido"": 1, ""Token, Correcto, Encuentro, Cómo, Dice"": 1}",21/10/2025 00:00,26/10/2025 00:00
USR-03329,6,"Crédito, Credito, Solicitar, Quiero, Puedo",1,50.00%,"{""Ruido"": 3, ""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",19/08/2025 00:00,19/08/2025 00:00
USR-03330,1,"Cargo, Reportar, Reconocido, Cómo, Reporte",1,0.00%,"{""Cargo, Reportar, Reconocido, Cómo, Reporte"": 1}",07/09/2025 00:00,07/09/2025 00:00
USR-03331,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",10/09/2025 00:00,10/09/2025 00:00
USR-03332,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Ruido"": 1}",14/08/2025 00:00,14/08/2025 00:00
USR-03333,1,"Crédito, Línea, Aumento, Aumentar, Linea",1,0.00%,"{""Crédito, Línea, Aumento, Aumentar, Linea"": 1}",23/09/2025 00:00,23/09/2025 00:00
USR-03334,3,"Norte, Pal, Puedo, Extranjero, Beneficios",1,0.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 3}",14/09/2025 00:00,14/09/2025 00:00
USR-03335,3,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,33.33%,"{""Ruido"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",04/09/2025 00:00,04/09/2025 00:00
USR-03336,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,50.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Ruido"": 1}",06/09/2025 00:00,06/09/2025 00:00
USR-03337,1,"Token, Correcto, Encuentro, Cómo, Dice",1,0.00%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 1}",20/10/2025 00:00,20/10/2025 00:00
USR-03338,1,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1}",14/10/2025 00:00,14/10/2025 00:00
USR-03339,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",2,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",,
USR-03340,3,"000, Enganche, Si, Mil, 100",1,0.00%,"{""000, Enganche, Si, Mil, 100"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",04/09/2025 00:00,30/09/2025 00:00
USR-03341,10,"Si, Puedo, Quiero, Aparece, Cómo",1,40.00%,"{""Ruido"": 4, ""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Inversión, Puedo, Cómo, Inversiones, Invertir"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",21/10/2025 00:00,21/10/2025 00:00
USR-03342,4,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 2, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1}",16/07/2025 00:00,04/09/2025 00:00
USR-03343,9,"Débito, Deuda, Debito, Crédito, Si",1,55.56%,"{""Ruido"": 5, ""Débito, Deuda, Debito, Crédito, Si"": 3, ""Dinero, Pago, Puedo, Compra, Si"": 1}",25/09/2025 00:00,18/10/2025 00:00
USR-03344,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",14/08/2025 00:00,14/08/2025 00:00
USR-03345,5,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,80.00%,"{""Ruido"": 4, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",05/09/2025 00:00,09/09/2025 00:00
USR-03346,1,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",1,0.00%,"{""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",24/08/2025 00:00,24/08/2025 00:00
USR-03347,4,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",25/07/2025 00:00,02/08/2025 00:00
USR-03348,3,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",1,66.67%,"{""Ruido"": 2, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",29/10/2025 00:00,29/10/2025 00:00
USR-03349,1,"Auto, Crédito, Quiero, Automotriz, Credito",1,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1}",01/11/2025 00:00,01/11/2025 00:00
USR-03350,1,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",20/08/2025 00:00,20/08/2025 00:00
USR-03351,3,"Puedo, Física, Si, Cómo, Solicitar",1,33.33%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Ruido"": 1}",29/08/2025 00:00,30/09/2025 00:00
USR-03352,3,"Préstamo, Personal, Quiero, Puedo, Solicitar",1,33.33%,"{""Préstamo, Personal, Quiero, Puedo, Solicitar"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Ruido"": 1}",27/08/2025 00:00,27/08/2025 00:00
USR-03353,2,"Si, Puedo, Quiero, Aparece, Cómo",1,50.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1}",21/08/2025 00:00,21/08/2025 00:00
USR-03354,2,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,50.00%,"{""Ruido"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",12/08/2025 00:00,14/08/2025 00:00
USR-03355,2,"Dinero, Pago, Puedo, Compra, Si",1,50.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Ruido"": 1}",13/09/2025 00:00,13/09/2025 00:00
USR-03356,7,"Dinero, Pago, Puedo, Compra, Si",1,42.86%,"{""Ruido"": 3, ""Dinero, Pago, Puedo, Compra, Si"": 3, ""Movimiento, Movimientos, Reconozco, Reconocido, Reportar"": 1}",08/08/2025 00:00,23/08/2025 00:00
USR-03357,3,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",25/10/2025 00:00,25/10/2025 00:00
USR-03358,1,"Auto, 000, Enganche, Quiero, Meses",1,0.00%,"{""Auto, 000, Enganche, Quiero, Meses"": 1}",08/10/2025 00:00,08/10/2025 00:00
USR-03359,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",07/08/2025 00:00,07/08/2025 00:00
USR-03360,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",19/08/2025 00:00,19/08/2025 00:00
USR-03361,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",15/10/2025 00:00,15/10/2025 00:00
USR-03362,4,"Aplicación, Puedo, Cómo, Actualizar, Si",1,25.00%,"{""Ruido"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",27/09/2025 00:00,27/09/2025 00:00
USR-03363,2,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 2}",18/08/2025 00:00,18/09/2025 00:00
USR-03364,2,"Si, Puedo, Quiero, Aparece, Cómo",2,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",,
USR-03365,1,"Débito, Deuda, Debito, Crédito, Si",1,0.00%,"{""Débito, Deuda, Debito, Crédito, Si"": 1}",10/09/2025 00:00,10/09/2025 00:00
USR-03366,4,"Dinero, Pago, Puedo, Compra, Si",1,25.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",14/08/2025 00:00,14/08/2025 00:00
USR-03367,1,"Crédito, Credito, Solicitar, Quiero, Puedo",1,0.00%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1}",21/09/2025 00:00,21/09/2025 00:00
USR-03368,1,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1}",27/08/2025 00:00,27/08/2025 00:00
USR-03369,1,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",08/08/2025 00:00,08/08/2025 00:00
USR-03370,2,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",08/09/2025 00:00,08/09/2025 00:00
USR-03371,3,"Dinero, Pago, Puedo, Compra, Si",1,66.67%,"{""Ruido"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1}",02/10/2025 00:00,02/10/2025 00:00
USR-03372,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",21/10/2025 00:00,24/10/2025 00:00
USR-03373,4,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,50.00%,"{""Ruido"": 2, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1, ""Token, Correcto, Encuentro, Cómo, Dice"": 1}",10/09/2025 00:00,10/09/2025 00:00
USR-03374,2,"Atención, Número, Clientes, Cliente, Centro",1,0.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 2}",10/10/2025 00:00,10/10/2025 00:00
USR-03375,2,"Tiempo, Cuánto, Horario, Tarda, Días",1,0.00%,"{""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",20/09/2025 00:00,20/09/2025 00:00
USR-03376,3,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1, ""Cómo, Abrir, Puedo, Si, Validar"": 1}",30/10/2025 00:00,30/10/2025 00:00
USR-03377,3,"Norte, Pal, Puedo, Extranjero, Beneficios",1,66.67%,"{""Ruido"": 2, ""Norte, Pal, Puedo, Extranjero, Beneficios"": 1}",11/09/2025 00:00,14/10/2025 00:00
USR-03378,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",23/10/2025 00:00,23/10/2025 00:00
USR-03379,3,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,33.33%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1, ""Ruido"": 1}",20/10/2025 00:00,21/10/2025 00:00
USR-03380,2,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",03/09/2025 00:00,03/09/2025 00:00
USR-03381,3,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",2,66.67%,"{""Ruido"": 2, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",,
USR-03382,1,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1}",12/09/2025 00:00,12/09/2025 00:00
USR-03383,2,"Límite, Depósitos, Puedo, Cuál, Depósito",1,0.00%,"{""Límite, Depósitos, Puedo, Cuál, Depósito"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",09/08/2025 00:00,11/08/2025 00:00
