user_id,nodos_financieros,nodos_conversacionales,tags_personalidad,perfil_final_tda,necesidad_principal
USR-03453,['cube171_cluster0'],['cube14_cluster81'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Seguro, Auto, Póliza, Puedo, Quiero"
USR-03454,"['cube149_cluster0', 'cube150_cluster0']","['cube25_cluster21', 'cube26_cluster114']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-03455,"['cube168_cluster0', 'cube169_cluster0', 'cube185_cluster0', 'cube186_cluster0']","['cube28_cluster8', 'cube29_cluster30']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Cancelar, Quiero, Garantizada, Cómo, Garantía"
USR-03456,"['cube262_cluster0', 'cube275_cluster0']","['cube26_cluster103', 'cube27_cluster66', 'cube34_cluster72', 'cube35_cluster7']",['Viajero de Alto Valor (Premium)'],Especialista: Viajero de Alto Valor (Premium) + Viajero Frecuente,"Puedo, Física, Si, Cómo, Solicitar"
USR-03457,"['cube52_cluster0', 'cube53_cluster1', 'cube69_cluster0', 'cube70_cluster0']","['cube26_cluster71', 'cube27_cluster21']","['Usuario Estándar', 'Perfil Internacional / Global User']",Especialista: frecuencia_servicios_digitales + Perfil Foodie (Gasto en Restaurantes),"Crédito, Aparece, Puedo, Credito, Garantizada"
USR-03458,"['cube228_cluster1', 'cube243_cluster1']",['cube25_cluster20'],"['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Dinero, Pago, Puedo, Compra, Si"
USR-03459,"['cube190_cluster0', 'cube191_cluster0']",['cube34_cluster15'],['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Si, Puedo, Quiero, Aparece, Cómo"
USR-03460,"['cube204_cluster0', 'cube205_cluster1']","['cube17_cluster2', 'cube18_cluster5']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,
USR-03461,"['cube16_cluster0', 'cube17_cluster1', 'cube27_cluster0', 'cube28_cluster0']","['cube22_cluster2', 'cube23_cluster12']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-03462,"['cube120_cluster1', 'cube138_cluster2']","['cube25_cluster119', 'cube26_cluster86']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-03463,['cube276_cluster0'],['cube26_cluster22'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-03464,"['cube132_cluster1', 'cube133_cluster0', 'cube151_cluster1', 'cube152_cluster0']","['cube25_cluster83', 'cube26_cluster134', 'cube33_cluster101', 'cube34_cluster55']",['Viajero Frecuente'],Especialista: Viajero Frecuente + promedio_salud,"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-03465,"['cube134_cluster1', 'cube135_cluster1', 'cube153_cluster2', 'cube154_cluster0']","['cube23_cluster19', 'cube31_cluster6']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-03466,['cube4_cluster1'],"['cube14_cluster28', 'cube15_cluster0', 'cube23_cluster56', 'cube24_cluster4']",['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + Viajero Frecuente,"Dinero, Pago, Puedo, Compra, Si"
USR-03467,"['cube215_cluster0', 'cube216_cluster0']","['cube25_cluster36', 'cube26_cluster3', 'cube33_cluster51', 'cube34_cluster52']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil Familiar (Gastos de Casa)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte),"Cómo, Abrir, Puedo, Si, Validar"
USR-03468,"['cube215_cluster2', 'cube216_cluster0', 'cube232_cluster2', 'cube233_cluster2']","['cube26_cluster85', 'cube27_cluster85', 'cube34_cluster77', 'cube35_cluster0']","['Perfil Internacional / Global User', 'Usuario de Movilidad Urbana (Apps/Transporte)', 'Usuario en Riesgo de Abandono (Inactivo)']",Especialista: Perfil Internacional / Global User + Perfil de Ocio y Entretenimiento,"Puedo, Física, Si, Cómo, Solicitar"
USR-03469,['cube198_cluster2'],"['cube6_cluster28', 'cube7_cluster18', 'cube14_cluster67', 'cube15_cluster3']",['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + frecuencia_retiro_cajero,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-03470,['cube165_cluster0'],"['cube27_cluster12', 'cube35_cluster6']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,Desconocido/Ninguno
USR-03471,"['cube244_cluster0', 'cube245_cluster0']",['cube17_cluster90'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,
USR-03472,"['cube65_cluster2', 'cube84_cluster0']","['cube15_cluster7', 'cube24_cluster3']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Si, Puedo, Quiero, Aparece, Cómo"
USR-03473,"['cube104_cluster0', 'cube119_cluster0']","['cube32_cluster13', 'cube33_cluster36', 'cube39_cluster8', 'cube40_cluster4']",['Usuario Estándar'],Tendencia: preferencia_canal_app_android + Viajero de Alto Valor (Premium),"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-03474,['cube167_cluster0'],"['cube5_cluster0', 'cube6_cluster33', 'cube13_cluster7', 'cube14_cluster62']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Perfil de Alerta (Comportamiento Inusual),"Auto, Crédito, Quiero, Automotriz, Credito"
USR-03475,['cube230_cluster1'],['cube9_cluster21'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Viajero de Alto Valor (Premium),"Cargo, Reportar, Reconocido, Cómo, Reporte"
USR-03476,"['cube173_cluster0', 'cube174_cluster1', 'cube190_cluster2', 'cube191_cluster0']","['cube38_cluster0', 'cube39_cluster4', 'cube43_cluster4', 'cube44_cluster4']","['Viajero Frecuente', 'Inversor en Educación', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Viajero Frecuente + promedio_salud,"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-03477,"['cube170_cluster0', 'cube171_cluster1', 'cube187_cluster1', 'cube188_cluster2']",['cube25_cluster86'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Dinero, Pago, Puedo, Compra, Si"
USR-03478,"['cube237_cluster1', 'cube238_cluster0']","['cube16_cluster64', 'cube17_cluster29']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Usuario Tradicional (Uso de Efectivo),"Dinero, Pago, Puedo, Compra, Si"
USR-03479,"['cube67_cluster2', 'cube68_cluster2', 'cube86_cluster1', 'cube87_cluster0']",['cube16_cluster3'],"['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Auto, Crédito, Quiero, Automotriz, Credito"
USR-03480,['cube176_cluster2'],"['cube25_cluster108', 'cube26_cluster128']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Préstamo, Personal, Quiero, Puedo, Solicitar"
USR-03481,"['cube128_cluster1', 'cube129_cluster0']",['cube33_cluster59'],['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + Viajero Frecuente,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-03482,"['cube204_cluster2', 'cube205_cluster0']",['cube7_cluster22'],"['Cliente de Nómina (Alta Fidelidad)', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Crédito, Aparece, Puedo, Credito, Garantizada"
USR-03483,"['cube265_cluster0', 'cube278_cluster0']","['cube7_cluster6', 'cube8_cluster22', 'cube15_cluster18', 'cube16_cluster39']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Usuario Tradicional (Uso de Efectivo),"Atención, Número, Clientes, Cliente, Centro"
USR-03484,"['cube43_cluster0', 'cube44_cluster1']","['cube10_cluster0', 'cube18_cluster17']","['Perfil de Alerta (Comportamiento Inusual)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + Cliente de Nómina (Alta Fidelidad),"Clave, Interbancaria, Puedo, Ver, Dónde"
USR-03485,"['cube173_cluster0', 'cube174_cluster2', 'cube190_cluster0', 'cube191_cluster1']","['cube35_cluster12', 'cube36_cluster0']","['Inversor en Educación', 'Cliente de Nómina (Alta Fidelidad)', 'Perfil de Alerta (Comportamiento Inusual)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-03486,"['cube136_cluster1', 'cube137_cluster1']","['cube32_cluster33', 'cube39_cluster8']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-03487,"['cube79_cluster0', 'cube80_cluster0', 'cube99_cluster0', 'cube100_cluster1']",['cube29_cluster0'],"['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: patron_uso_atipico + Inversor en Educación,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-03488,['cube15_cluster0'],"['cube6_cluster9', 'cube14_cluster49']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + Perfil Internacional / Global User,"Auto, 000, Enganche, Quiero, Meses"
USR-03489,['cube253_cluster2'],"['cube28_cluster19', 'cube29_cluster3']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Cancelar, Quiero, Garantizada, Cómo, Garantía"
USR-03490,"['cube77_cluster2', 'cube78_cluster2']","['cube17_cluster85', 'cube18_cluster39', 'cube26_cluster57', 'cube27_cluster59']","['Cliente de Nómina (Alta Fidelidad)', 'Inversor en Educación']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Límite, Depósitos, Puedo, Cuál, Depósito"
USR-03491,"['cube77_cluster0', 'cube78_cluster2']","['cube25_cluster15', 'cube33_cluster6']","['Viajero Frecuente', 'Inversor en Educación']",Especialista: Inversor en Educación + Estudiante o Profesional en Formación,"Correo, Cambiar, Electrónico, Puedo, Cambio"
USR-03492,"['cube139_cluster0', 'cube140_cluster0']","['cube28_cluster39', 'cube29_cluster9']","['Perfil Internacional / Global User', 'Usuario Estándar']",Especialista: Perfil Internacional / Global User + frecuencia_salud,"Cancelar, Quiero, Garantizada, Cómo, Garantía"
USR-03493,['cube287_cluster0'],"['cube28_cluster35', 'cube29_cluster14']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + patron_uso_atipico,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-03494,['cube15_cluster0'],"['cube6_cluster32', 'cube14_cluster37']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + Perfil Internacional / Global User,"Auto, 000, Enganche, Quiero, Meses"
USR-03495,"['cube121_cluster1', 'cube122_cluster1', 'cube139_cluster2', 'cube140_cluster0']",['cube32_cluster26'],"['Perfil Internacional / Global User', 'Usuario Estándar']",Especialista: promedio_salud + Inversor en Educación,Desconocido/Ninguno
USR-03496,"['cube280_cluster0', 'cube292_cluster0']",['cube26_cluster40'],['Entusiasta de la Marca (Hey Fan Shop)'],Especialista: Entusiasta de la Marca (Hey Fan Shop) + Usuario de Movilidad Urbana (Apps/Transporte),"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-03497,"['cube198_cluster1', 'cube199_cluster2']",['cube16_cluster9'],"['Responsable del Hogar (Gasto Elevado)', 'Perfil Familiar (Gastos de Casa)']",Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Movimiento, Movimientos, Reconozco, Reconocido, Reportar"
USR-03498,"['cube122_cluster0', 'cube123_cluster2']","['cube12_cluster8', 'cube21_cluster8']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),Desconocido/Ninguno
USR-03499,['cube276_cluster0'],"['cube41_cluster0', 'cube42_cluster2']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-03500,"['cube22_cluster1', 'cube34_cluster2']","['cube24_cluster25', 'cube25_cluster16']","['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + frecuencia_salud,"Puedo, Física, Si, Cómo, Solicitar"
USR-03501,"['cube172_cluster1', 'cube173_cluster1']","['cube25_cluster100', 'cube33_cluster104']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Usuario Mobile-First (Ecosistema Huawei),"Puedo, Física, Si, Cómo, Solicitar"
USR-03502,"['cube39_cluster0', 'cube40_cluster0', 'cube54_cluster0', 'cube55_cluster0']","['cube25_cluster101', 'cube26_cluster111']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-03503,['cube265_cluster1'],['cube23_cluster17'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-03504,"['cube178_cluster2', 'cube193_cluster1']","['cube7_cluster31', 'cube8_cluster33', 'cube15_cluster40', 'cube16_cluster74']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Perfil de Alerta (Comportamiento Inusual),"Atención, Número, Clientes, Cliente, Centro"
USR-03505,['cube260_cluster2'],['cube14_cluster81'],['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Viajero de Alto Valor (Premium),"Seguro, Auto, Póliza, Puedo, Quiero"
USR-03506,"['cube39_cluster0', 'cube40_cluster0', 'cube54_cluster0', 'cube55_cluster0']",['cube17_cluster47'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Clave, Interbancaria, Puedo, Ver, Dónde"
USR-03507,"['cube67_cluster2', 'cube68_cluster2', 'cube86_cluster1', 'cube87_cluster0']","['cube16_cluster1', 'cube25_cluster25']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Inversión, Puedo, Cómo, Inversiones, Invertir"
USR-03508,['cube15_cluster0'],['cube27_cluster74'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + Perfil Internacional / Global User,Desconocido/Ninguno
USR-03509,"['cube196_cluster2', 'cube197_cluster1']",['cube27_cluster1'],"['Perfil Tech-Savvy (Adoptador de Tecnología)', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Crédito, Línea, Aumento, Aumentar, Linea"
USR-03510,"['cube272_cluster0', 'cube273_cluster0', 'cube284_cluster0', 'cube285_cluster0']",['cube34_cluster29'],"['Usuario Estándar', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Crédito, Línea, Aumento, Aumentar, Linea"
USR-03511,['cube198_cluster0'],"['cube25_cluster138', 'cube26_cluster86']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-03512,"['cube246_cluster2', 'cube247_cluster0']","['cube22_cluster15', 'cube23_cluster28']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Si, Puedo, Quiero, Aparece, Cómo"
USR-03513,"['cube89_cluster1', 'cube108_cluster0']","['cube25_cluster21', 'cube26_cluster64']","['Usuario Estándar', 'Usuario en Riesgo de Abandono (Inactivo)']",Especialista: frecuencia_retiro_cajero + Usuario en Riesgo de Abandono (Inactivo),"Débito, Deuda, Debito, Crédito, Si"
USR-03514,"['cube43_cluster1', 'cube44_cluster0']","['cube17_cluster41', 'cube26_cluster127']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,"Cómo, Abrir, Puedo, Si, Validar"
USR-03515,"['cube89_cluster1', 'cube108_cluster0']","['cube24_cluster2', 'cube32_cluster45']","['Usuario Estándar', 'Usuario en Riesgo de Abandono (Inactivo)']",Especialista: frecuencia_retiro_cajero + Usuario en Riesgo de Abandono (Inactivo),Desconocido/Ninguno
USR-03516,"['cube238_cluster2', 'cube253_cluster0']","['cube17_cluster25', 'cube18_cluster54']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: patron_uso_atipico + Cliente de Nómina (Alta Fidelidad),Desconocido/Ninguno
USR-03517,"['cube36_cluster0', 'cube37_cluster0', 'cube51_cluster2', 'cube52_cluster1']","['cube25_cluster133', 'cube26_cluster166']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Dinero, Pago, Puedo, Compra, Si"
USR-03518,"['cube178_cluster0', 'cube193_cluster1']","['cube8_cluster43', 'cube16_cluster22']","['Inversor en Educación', 'Perfil Internacional / Global User']",Especialista: Inversor en Educación + Estudiante o Profesional en Formación,"Cargo, Reportar, Reconocido, Cómo, Reporte"
USR-03519,"['cube262_cluster0', 'cube275_cluster0']",['cube25_cluster56'],['Viajero de Alto Valor (Premium)'],Especialista: Viajero de Alto Valor (Premium) + Viajero Frecuente,"Si, Puedo, Quiero, Aparece, Cómo"
USR-03520,"['cube106_cluster1', 'cube121_cluster0']",['cube17_cluster23'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-03521,"['cube77_cluster0', 'cube78_cluster2']","['cube32_cluster31', 'cube33_cluster2']","['Viajero Frecuente', 'Inversor en Educación']",Especialista: Inversor en Educación + Estudiante o Profesional en Formación,"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-03522,"['cube189_cluster1', 'cube202_cluster1']",['cube9_cluster11'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,Desconocido/Ninguno
